s_ra,s_dec,target_name,band_list,t_exptime,gaia_source_id,sep_arcsec,gaia_match_quality,has_gaia
77.1141666666801,-21.025000000000254,1RXS_J050827.3-210130,7,846.72,,,good,False
262.3361600822039,-50.24833480897934,1RXS_J172919.1-501454,7,967.68,5.949369736173101e+18,,good,True
211.94950076519436,-39.762022904965654,1swasp_j140747.93-394542.6,7,9215.937,6.117085769513415e+18,,good,True
79.97204172952902,6.290335663759702,2MASS_J05195327+0617258,7,967.68,3.240927075399244e+18,,good,True
81.07975416666665,-16.020916666669997,2MASS_J05241914-1601153,7,876.96,2.983928735054718e+18,,good,True
169.64772789801944,-79.59858521594735,2MASS_J11183572-7935548,7,483.84,5.199797745697026e+18,,good,True
240.10884169998457,-41.89871110000274,2MASS_J16002612-4153553,6,907.2,5.995178826544423e+18,,good,True
240.2873048672952,-33.337389042738984,2MASS_J16010896-3320141,6,907.2,6.036037331464429e+18,,good,True
240.79915020212533,-32.65577669941338,2MASS_J16031181-3239202,6,907.2,6.036188926632561e+18,,good,True
242.23130640342873,-39.04284517034625,2MASS_J16085553-3902339,6,907.2,5.997457736191421e+18,0.08832045697804214,good,True
244.17493329997976,-36.84600830000342,2MASS_J16164198-3650456,6,907.2,6.021710385718856e+18,,good,True
245.86699999997623,-40.26023890000427,2MASS_J16232807-4015368,6,907.2,5.993917892878779e+18,,good,True
287.61758771411894,-23.33039660306178,2MASS_J19102820-2319486,7,846.72,4.080460377082576e+18,,good,True
308.4069628054709,-25.94821771408801,2MASS_J20333759-2556521,7,1692.366,6.800238044930953e+18,,good,True
23.657896808874316,-15.676374472383907,49_Cet,6,2842.56,2.451838022871837e+18,,good,True
23.65808617243877,-15.676384930992,49_Ceti,7,10401.708,2.451838022871837e+18,,good,True
23.658004284202757,-15.67638126845418,49cet,7,665.28,2.451838022871837e+18,,good,True
23.65792516002457,-15.67637622717388,49ceti,8,20721.886,2.451838022871837e+18,,good,True
69.40076501497607,-2.4738503110951036,51_Eri,6,1028.16,3.2050951253217004e+18,,good,True
199.5965193795544,-18.31571495227733,61_Vir,7,10963.288,,,good,False
94.80394445452606,-58.05410457528229,AB_pic,6,514.08,5.49505259669557e+18,,good,True
123.8470069053098,-38.98976215486709,ASASSN-21qj,7,5152.891,5.539970601632027e+18,,good,True
250.75525792611776,-17.90791909316339,ASAS_J164301-1754.4,7,876.96,4.1317585043933266e+18,0.1635720988946253,good,True
311.2906708333333,-31.342135833333337,AU Mic,6,6495.552,,,good,False
311.29132229400176,-31.342627050988856,AU_Mic,9,6319.212,6.794047652729201e+18,,good,True
55.879808959881586,22.158102286455115,BD+21_508,6,254.005,6.438063635091046e+16,0.2613858347872567,good,True
56.29128708756029,21.704314816251458,BD+21_516,6,254.005,6.359276754985011e+16,0.23481309643237339,good,True
60.221398611303414,23.19374766497444,BD+22_617C,6,254.008,6.548217520494925e+16,0.09081784809329783,good,True
51.9252899128184,23.803434387762287,BD+23_455,6,254.008,6.871195624976077e+16,0.26032493850109956,good,True
54.97391961993685,26.71675277291207,BD+26_592,6,254.007,7.099268266670285e+16,0.19698647666769745,good,True
36.86906710176241,30.975928764404756,BD+30_397B,7,1874.878,,,good,False
23.8085383337831,-7.214597763057959,Barta_161_12,7,876.96,2.4778707087099177e+18,,good,True
86.8204695823006,-51.066617842808185,BetaPic_bottom,7,3779.708,,,good,False
86.82113291532605,-51.06589450944063,BetaPic_ctr,7,3779.708,4.792774797545801e+18,,good,True
86.8217958314888,-51.06517062048762,BetaPic_top,7,3779.708,,,good,False
86.82122228139703,-51.06600331679675,Beta_Pic,3,8104.127,4.792774797545801e+18,,good,True
75.19673421770042,-57.256705940995765,CD-57_1054,7,2052.844,4.764027962957023e+18,,good,True
